UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,LATITUD,LONGITUD
220302,AGUA BLANCA,EL DORADO,SAN MARTÍN,-6.743091702,-76.72173309
130808,PARCOY,PATAZ,LA LIBERTAD,-7.995439644,-77.51255585
120404,ATAURA,JAUJA,JUNÍN,-11.79543161,-75.4486618
021007,HUACHIS,HUARI,ANCASH,-9.442313268,-77.04432267
080206,RONDOCAN,ACOMAYO,CUSCO,-13.81032562,-71.79836055
100508,PUNCHAO,HUAMALIES,HUÁNUCO,-9.438956022,-76.8364563
050602,AUCARA,LUCANAS,AYACUCHO,-14.23689175,-74.01852894
120804,MARCAPOMACOCHA,YAULI,JUNÍN,-11.39279779,-76.28756714
030506,CHALLHUAHUACHO,COTABAMBAS,APURÍMAC,-14.12483862,-72.25693003
210307,ITUATA,CARABAYA,PUNO,-13.84945647,-70.18443553
101102,CAHUAC,YAROWILCA,HUÁNUCO,-9.859843127,-76.63453166
190201,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO,-10.57167948,-76.52465636
150302,COPA,CAJATAMBO,LIMA,-10.38578606,-77.07906342
021603,PAROBAMBA,POMABAMBA,ANCASH,-8.669925297,-77.42498375
140104,ETEN PUERTO,CHICLAYO,LAMBAYEQUE,-6.927513599,-79.86592102
240303,MATAPALO,ZARUMILLA,TUMBES,-3.686187267,-80.22987366
030406,COTARUSE,AYMARAES,APURÍMAC,-14.57302647,-73.26033173
050707,SAN FRANCISCO DE RAVACAYCO,PARINACOCHAS,AYACUCHO,-14.99751759,-73.35565948
130202,CHICAMA,ASCOPE,LA LIBERTAD,-7.798219469,-79.10281626
200803,BERNAL,SECHURA,PIURA,-5.461153189,-80.7390976
081101,PAUCARTAMBO,PAUCARTAMBO,CUSCO,-13.32565693,-71.58128738
100322,SILLAPATA,DOS DE MAYO,HUÁNUCO,-9.760598063,-76.77658749
080404,LARES,CALCA,CUSCO,-13.05381417,-72.02007484
220901,TARAPOTO,SAN MARTÍN,SAN MARTÍN,-6.512915373,-76.37657394
150730,SANTIAGO DE TUNA,HUAROCHIRI,LIMA,-11.97415352,-76.53526052
040410,PAMPACOLCA,CASTILLA,AREQUIPA,-15.71437168,-72.57350159
080805,PALLPATA,ESPINAR,CUSCO,-14.88980948,-71.16784337
090605,LARAMARCA,HUAYTARA,HUANCAVELICA,-13.95268011,-75.04717789
080104,SAN JERONIMO,CUSCO,CUSCO,-13.5410214,-71.88083818
090104,CONAYCA,HUANCAVELICA,HUANCAVELICA,-12.54094529,-75.03542519
021807,SAMANCO,SANTA,ANCASH,-9.26777792,-78.4621137
090508,SAN MIGUEL DE MAYOCC,CHURCAMPA,HUANCAVELICA,-12.79201794,-74.38883591
080502,CHECCA,CANAS,CUSCO,-14.47361946,-71.39658356
040811,TORO,LA UNION,AREQUIPA,-15.2643671,-72.92761993
090610,SAN ANTONIO DE CUSICANCHA,HUAYTARA,HUANCAVELICA,-13.49022484,-75.28462219
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.679988941,-79.91587593
100503,CHAVIN DE PARIARCA,HUAMALIES,HUÁNUCO,-9.465847969,-76.77081532
150503,CALANGO,CAÑETE,LIMA,-12.52547646,-76.53417587
030211,POMACOCHA,ANDAHUAYLAS,APURÍMAC,-14.08398438,-73.59100342
081104,COLQUEPATA,PAUCARTAMBO,CUSCO,-13.37229276,-71.70072365
100203,COLPAS,AMBO,HUÁNUCO,-10.28896952,-76.4201889
030206,HUAYANA,ANDAHUAYLAS,APURÍMAC,-14.05070591,-73.60932922
030305,OROPESA,ANTABAMBA,APURÍMAC,-14.2605629,-72.56355286
021701,RECUAY,RECUAY,ANCASH,-9.715699809,-77.45151683
020102,COCHABAMBA,HUARAZ,ANCASH,-9.473992955,-77.85974745
130702,GUADALUPE,PACASMAYO,LA LIBERTAD,-7.283979453,-79.46462983
210105,CAPACHICA,PUNO,PUNO,-15.64725327,-69.82042732
110104,OCUCAJE,ICA,ICA,-14.36328829,-75.68285076
060203,CONDEBAMBA,CAJABAMBA,CAJAMARCA,-7.538700268,-78.11007571
040701,MOLLENDO,ISLAY,AREQUIPA,-16.98517036,-71.99027688
050810,SARA SARA,PAUCAR DEL SARA SARA,AYACUCHO,-15.24584866,-73.45140839
110402,LLIPATA,PALPA,ICA,-14.5678837,-75.21144376
021801,CHIMBOTE,SANTA,ANCASH,-8.970476599,-78.54212458
130813,URPAY,PATAZ,LA LIBERTAD,-8.34618187,-77.38248062
211101,JULIACA,SAN ROMAN,PUNO,-15.46905669,-70.14993576
150605,CHANCAY,HUARAL,LIMA,-11.51950444,-77.28087645
010102,ASUNCION,CHACHAPOYAS,AMAZONAS,-6.031890392,-77.71228027
050906,MORCOLLA,SUCRE,AYACUCHO,-14.10982037,-73.8737793
151014,HUANCAYA,YAUYOS,LIMA,-12.20334721,-75.79927826
140101,CHICLAYO,CHICLAYO,LAMBAYEQUE,-6.794168472,-79.82249069
050701,CORACORA,PARINACOCHAS,AYACUCHO,-14.97464098,-73.76777096
100321,SHUNQUI,DOS DE MAYO,HUÁNUCO,-9.760100126,-76.80158043
060901,SAN IGNACIO,SAN IGNACIO,CAJAMARCA,-5.141324497,-79.00948241
020701,SAN LUIS,CARLOS FERMIN FITZCARRALD,ANCASH,-9.059650274,-77.33443197
130614,USQUIL,OTUZCO,LA LIBERTAD,-7.812489542,-78.37632936
010611,TOTORA,RODRIGUEZ DE MENDOZA,AMAZONAS,-6.485007763,-77.46714783
150133,SAN JUAN DE MIRAFLORES,LIMA,LIMA,-12.15905952,-76.97248077
150604,AUCALLAMA,HUARAL,LIMA,-11.57440335,-77.19531217
021805,MORO,SANTA,ANCASH,-9.144686651,-78.18045082
150116,LINCE,LIMA,LIMA,-12.0813303,-77.03076935
020602,ACOPAMPA,CARHUAZ,ANCASH,-9.291100434,-77.61812319
100602,DANIEL ALOMIAS ROBLES,LEONCIO PRADO,HUÁNUCO,-9.204067094,-75.89365932
130504,HUASO,JULCAN,LA LIBERTAD,-8.252480507,-78.38555145
020804,YAUTAN,CASMA,ANCASH,-9.511700821,-78.04819794
151005,AZANGARO,YAUYOS,LIMA,-12.999547,-75.83653259
060302,CHUMUCH,CELENDIN,CAJAMARCA,-6.60358429,-78.20355225
130109,SALAVERRY,TRUJILLO,LA LIBERTAD,-8.237046878,-78.95102819
020610,TINCO,CARHUAZ,ANCASH,-9.267192159,-77.65866852
021710,TICAPAMPA,RECUAY,ANCASH,-9.756426144,-77.44379654
200108,EL TALLAN,PIURA,PIURA,-5.408117533,-80.68180847
180205,LA CAPILLA,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.75621605,-71.17967987
040511,LLUTA,CAYLLOMA,AREQUIPA,-15.97238731,-71.96872711
110404,SANTA CRUZ,PALPA,ICA,-14.49162483,-75.26402283
151033,VITIS,YAUYOS,LIMA,-12.22393799,-75.8080368
060414,PION,CHOTA,CAJAMARCA,-6.171565652,-78.48443985
110113,TATE,ICA,ICA,-14.1511898,-75.70580769
180203,COALAQUE,GENERAL SANCHEZ CERRO,MOQUEGUA,-16.64895248,-71.02249908
061311,YAUYUCAN,SANTA CRUZ,CAJAMARCA,-6.68233935,-78.83808136
150726,SANGALLAYA,HUAROCHIRI,LIMA,-12.16097736,-76.2290802
061202,SAN BERNARDINO,SAN PABLO,CAJAMARCA,-7.175849597,-78.79270681
040121,SANTA RITA DE SIGUAS,AREQUIPA,AREQUIPA,-16.49263191,-72.09382629
151022,OMAS,YAUYOS,LIMA,-12.51474285,-76.28920746
240301,ZARUMILLA,ZARUMILLA,TUMBES,-3.476078033,-80.29564667
022005,QUILLO,YUNGAY,ANCASH,-9.32848835,-77.9681238
120215,SANTA ROSA DE OCOPA,CONCEPCION,JUNÍN,-11.87271881,-75.30655975
200406,SALITRAL,MORROPON,PIURA,-5.36028707,-79.82893753
010103,BALSAS,CHACHAPOYAS,AMAZONAS,-6.840229988,-78.02397537
160803,TENIENTE MANUEL CLAVERO,PUTUMAYO,LORETO,-0.378377795,-74.67539978
090404,CAPILLAS,CASTROVIRREYNA,HUANCAVELICA,-13.29325199,-75.54225922
021908,RAGASH,SIHUAS,ANCASH,-8.526484285,-77.667196
210102,ACORA,PUNO,PUNO,-16.03150645,-69.76138449
010703,CUMBA,UTCUBAMBA,AMAZONAS,-5.950876331,-78.61072235
120130,SAN JERONIMO DE TUNAN,HUANCAYO,JUNÍN,-11.95073573,-75.28861745
030413,SORAYA,AYMARAES,APURÍMAC,-14.1649456,-73.31490326
030707,PATAYPAMPA,GRAU,APURÍMAC,-14.17757988,-72.67192841
040125,VITOR,AREQUIPA,AREQUIPA,-16.4710331,-71.94056702
081008,PILLPINTO,PARURO,CUSCO,-13.96257925,-71.75497437
100316,QUIVILLA,DOS DE MAYO,HUÁNUCO,-9.582670318,-76.72416263
150509,MALA,CAÑETE,LIMA,-12.68036585,-76.63129323
130905,MARCABAL,SANCHEZ CARRION,LA LIBERTAD,-7.708259106,-77.97965785
210109,MAÑAZO,PUNO,PUNO,-15.80557278,-70.39650835
090716,SAN MARCOS DE ROCCHAC,TAYACAJA,HUANCAVELICA,-12.08017898,-74.90911865
010517,SAN FRANCISCO DEL YESO,LUYA,AMAZONAS,-6.610103965,-77.84998703
151012,HONGOS,YAUYOS,LIMA,-12.81140804,-75.76567841
021302,CASCA,MARISCAL LUZURIAGA,ANCASH,-8.843509366,-77.39979149
120501,JUNÍN,JUNÍN,JUNÍN,-11.15194016,-75.99634609
230102,ALTO DE LA ALIANZA,TACNA,TACNA,-17.98362011,-70.25449795
120421,MUQUIYAUYO,JAUJA,JUNÍN,-11.81480026,-75.45815277
100107,SAN FRANCISCO DE CAYRAN,HUÁNUCO,HUÁNUCO,-9.986741066,-76.28801727
021305,LLAMA,MARISCAL LUZURIAGA,ANCASH,-8.908014774,-77.29003906
210407,ZEPITA,CHUCUITO,PUNO,-16.46873633,-69.15889999
210807,ORURILLO,MELGAR,PUNO,-14.71277071,-70.49460065
130810,PIAS,PATAZ,LA LIBERTAD,-7.868885252,-77.55686951
100509,PUÑOS,HUAMALIES,HUÁNUCO,-9.509744508,-76.85328238
120210,MATAHUASI,CONCEPCION,JUNÍN,-11.879328,-75.35437909
120434,YAUYOS,JAUJA,JUNÍN,-11.78248692,-75.49906158
101003,JIVIA,LAURICOCHA,HUÁNUCO,-10.02202749,-76.68052292
150903,CAUJUL,OYON,LIMA,-10.80537796,-76.97881317
020401,CHACAS,ASUNCION,ANCASH,-9.157798038,-77.37347681
211102,CABANA,SAN ROMAN,PUNO,-15.6440861,-70.28975883
090103,ACORIA,HUANCAVELICA,HUANCAVELICA,-12.61610404,-74.87117612
120122,INGENIO,HUANCAYO,JUNÍN,-11.87509289,-75.23310547
190307,VILLA RICA,OXAPAMPA,PASCO,-10.74274418,-75.25783295
040309,HUANUHUANU,CARAVELI,AREQUIPA,-15.64319706,-74.06881332
040513,MADRIGAL,CAYLLOMA,AREQUIPA,-15.60804081,-71.80792999
110204,CHINCHA BAJA,CHINCHA,ICA,-13.49632728,-76.15341632
020611,YUNGAR,CARHUAZ,ANCASH,-9.380833435,-77.60823364
110109,SAN JOSE DE LOS MOLINOS,ICA,ICA,-13.92913093,-75.6754847
030205,HUANCARAY,ANDAHUAYLAS,APURÍMAC,-13.78874175,-73.53900146
